collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2024131496487,2024,131496487,2,3,1,1,50,8,2,0,0,0,0,0,9,1,E01010701,6,1,1.0,0.0,2
2024131414832,2024,131414832,1,1,1,1,47,8,2,0,0,0,0,0,9,1,E01011625,6,1,1.0,0.0,3
2024131499698,2024,131499698,2,3,1,1,47,8,3,0,0,0,0,0,9,1,E01005703,3,1,0.0,1.0,4
2024131491493,2024,131491493,1,1,1,2,19,4,3,0,0,0,0,0,9,1,E01011901,3,1,0.0,1.0,1
2024131407313,2024,131407313,2,1,1,1,37,7,3,0,0,0,0,0,1,5,E01011610,3,1,0.0,1.0,1
2024131496794,2024,131496794,1,1,3,2,8,2,3,6,9,0,0,-1,0,2,E01011000,3,1,0.0,1.0,1
2024131397781,2024,131397781,1,1,1,1,44,7,2,0,0,0,0,0,9,1,E01034583,7,1,1.0,0.0,1
2024131578443,2024,131578443,2,1,1,1,39,7,3,0,0,0,0,0,1,1,E01011620,3,1,0.0,1.0,1
2024131417757,2024,131417757,1,1,1,1,17,4,1,0,0,0,0,0,3,2,E01011815,1,1,0.0,0.0,1
2024131464400,2024,131464400,1,5,2,1,20,4,3,0,0,2,0,0,9,6,E01007554,3,1,0.0,1.0,3
2024131498075,2024,131498075,1,1,1,2,77,11,3,0,0,0,0,0,9,3,E01010662,3,1,0.0,1.0,1
2024131438248,2024,131438248,2,1,3,1,57,9,3,10,8,0,0,-1,0,10,E01011706,3,1,0.0,1.0,3
2024131509466,2024,131509466,2,1,1,1,34,6,3,0,0,0,0,0,9,1,E01010830,3,1,0.0,1.0,1
2024131441830,2024,131441830,2,1,1,1,49,8,2,0,0,0,0,0,1,6,E01011042,7,1,1.0,0.0,1
2024131461774,2024,131461774,1,2,1,1,21,5,3,0,0,0,0,0,9,1,E01011130,3,1,0.0,1.0,1
2024131448242,2024,131448242,2,1,2,2,32,6,3,0,0,0,0,0,9,8,E01011514,3,1,0.0,1.0,4
2024131488596,2024,131488596,2,1,1,1,50,8,3,0,0,0,0,0,9,7,E01027647,3,1,0.0,1.0,4
2024131528774,2024,131528774,2,1,1,2,33,6,3,0,0,0,0,0,9,2,E01011041,3,1,0.0,1.0,1
2024131491364,2024,131491364,2,1,2,2,42,7,3,0,0,1,0,0,9,1,E01025493,3,1,0.0,1.0,4
2024131508557,2024,131508557,2,1,1,1,34,6,2,0,0,0,0,0,5,3,E01011817,6,1,1.0,0.0,3
2024131408181,2024,131408181,1,1,3,1,23,5,2,5,1,0,0,-1,0,-1,-1,7,1,1.0,0.0,-1
2024131446323,2024,131446323,1,1,1,1,19,4,3,0,0,0,0,0,1,1,E01011349,3,1,0.0,1.0,1
2024131508997,2024,131508997,4,3,2,2,45,7,3,0,0,2,0,0,9,8,E01010907,3,1,0.0,1.0,1
2024131415783,2024,131415783,1,1,1,2,27,6,3,0,0,0,0,0,9,1,E01011134,3,1,0.0,1.0,1
2024131504435,2024,131504435,1,1,1,1,47,8,3,0,0,0,0,0,9,1,E01011378,3,1,0.0,1.0,1
2024131462390,2024,131462390,1,1,2,1,27,6,3,0,0,0,0,0,19,7,E01034268,3,1,0.0,1.0,2
2024131531930,2024,131531930,2,1,1,2,23,5,3,0,0,0,0,0,23,1,E01011318,3,1,0.0,1.0,1
2024131507695,2024,131507695,2,2,2,2,54,8,3,0,0,2,0,0,9,1,E01011235,3,1,0.0,1.0,2
2024131464640,2024,131464640,1,1,1,1,12,3,3,0,0,0,0,0,1,7,E01011829,3,1,0.0,1.0,1
2024131438056,2024,131438056,1,2,3,1,54,8,3,10,9,0,0,-1,0,2,E01010792,3,1,0.0,1.0,1
2024131461735,2024,131461735,1,1,2,1,17,4,3,0,0,2,0,0,9,2,E01011128,3,1,0.0,1.0,1
2024131412137,2024,131412137,1,1,1,2,45,7,2,0,0,0,0,0,9,5,E01011678,7,1,1.0,0.0,1
2024131419114,2024,131419114,1,1,1,1,49,8,2,0,0,0,0,0,5,9,E01011278,5,1,1.0,0.0,1
2024131529865,2024,131529865,2,3,1,1,42,7,3,0,0,0,0,0,9,9,E01011887,3,1,0.0,1.0,3
2024131424280,2024,131424280,2,1,2,1,18,4,2,0,0,1,0,0,9,5,E01011390,5,1,1.0,0.0,1
2024131521391,2024,131521391,1,1,1,1,22,5,3,0,0,0,0,0,9,1,E01011747,3,1,0.0,1.0,1
2024131445771,2024,131445771,2,6,2,2,23,5,2,0,0,0,0,0,9,1,E01033691,7,1,1.0,0.0,1
2024131503090,2024,131503090,1,1,1,1,18,4,3,0,0,0,0,0,3,4,E01011075,3,1,0.0,1.0,2
2024131467926,2024,131467926,1,1,3,1,44,7,3,6,7,0,0,-1,0,2,E01011281,3,1,0.0,1.0,1
2024131442297,2024,131442297,1,1,3,2,18,4,2,5,1,0,0,-1,0,2,E01011815,6,1,1.0,0.0,1
2024131463699,2024,131463699,5,1,1,2,43,7,2,0,0,0,0,0,9,1,E01033691,7,1,1.0,0.0,3
2024131474852,2024,131474852,1,1,1,1,21,5,2,0,0,0,0,0,-1,1,E01010802,7,1,1.0,0.0,1
2024131477977,2024,131477977,1,1,3,2,13,3,3,5,1,0,0,-1,0,3,E01010986,3,1,0.0,1.0,1
2024131455927,2024,131455927,1,5,3,2,48,8,3,6,9,0,0,-1,0,4,E01011031,3,1,0.0,1.0,1
2024131475699,2024,131475699,1,1,3,1,68,10,2,1,3,0,0,-1,0,10,E01010693,7,1,1.0,0.0,1
2024131453599,2024,131453599,1,1,1,2,23,5,3,0,0,0,0,0,9,3,E01010825,3,1,0.0,1.0,1
2024131512840,2024,131512840,2,1,1,1,40,7,3,0,0,0,0,0,9,3,E01010959,3,1,0.0,1.0,1
2024131418553,2024,131418553,1,1,3,2,5,1,3,8,4,0,0,-1,0,6,E01010915,3,1,0.0,1.0,1
2024131471759,2024,131471759,2,1,1,2,26,6,3,0,0,0,0,0,9,1,E01010839,3,1,0.0,1.0,1
2024131429360,2024,131429360,2,1,1,1,19,4,2,0,0,0,0,0,3,3,E01011585,7,1,1.0,0.0,1
2024131492645,2024,131492645,1,1,1,1,66,10,3,0,0,0,0,0,9,3,E01011762,3,1,0.0,1.0,1
2024131453704,2024,131453704,2,1,1,1,57,9,2,0,0,0,0,0,19,1,E01006361,6,1,1.0,0.0,4
2024131520731,2024,131520731,2,1,2,2,74,10,3,0,0,0,0,0,9,7,E01013336,3,1,0.0,1.0,4
2024131402319,2024,131402319,1,1,3,2,56,9,2,8,1,0,0,-1,0,1,E01011362,7,1,1.0,0.0,1
2024131461770,2024,131461770,1,1,1,1,35,6,3,0,0,0,0,0,9,6,E01011941,3,1,0.0,1.0,1
2024131518410,2024,131518410,1,2,1,2,26,6,3,0,0,0,0,0,9,5,E01011425,3,1,0.0,1.0,1
2024131431502,2024,131431502,1,1,1,1,28,6,3,0,0,0,0,0,19,7,E01011688,3,1,0.0,1.0,1
2024131494619,2024,131494619,1,1,1,2,32,6,2,0,0,0,0,0,9,3,E01011944,6,1,1.0,0.0,3
2024131499300,2024,131499300,1,3,2,1,17,4,3,0,0,2,0,0,9,2,E01011327,3,1,0.0,1.0,2
2024131448325,2024,131448325,2,3,2,2,46,8,3,0,0,1,0,0,9,6,E01011551,3,1,0.0,1.0,1
2024131403551,2024,131403551,1,1,1,1,68,10,2,0,0,0,0,0,9,1,E01011029,6,1,1.0,0.0,1
2024131395694,2024,131395694,1,1,1,1,17,4,3,0,0,0,0,0,9,1,E01011723,3,1,0.0,1.0,2
2024131463142,2024,131463142,1,1,1,1,68,10,2,0,0,0,0,0,5,1,E01025382,6,1,1.0,0.0,1
2024131423908,2024,131423908,2,1,1,2,30,6,3,0,0,0,0,0,9,1,E01011492,3,1,0.0,1.0,1
2024131448325,2024,131448325,2,5,2,1,10,2,3,0,0,2,0,0,9,6,E01011551,3,1,0.0,1.0,1
2024131470435,2024,131470435,1,1,3,2,46,8,2,5,1,0,0,-1,0,5,E01035052,7,1,1.0,0.0,1
2024131485117,2024,131485117,1,1,1,2,88,11,3,0,0,0,0,0,9,3,E01011523,3,1,0.0,1.0,1
2024131417034,2024,131417034,1,1,1,1,76,11,3,0,0,0,0,0,9,1,E01010812,3,1,0.0,1.0,1
2024131430594,2024,131430594,1,1,3,1,75,10,2,8,3,0,0,-1,0,2,E01010806,7,1,1.0,0.0,1
2024131511759,2024,131511759,1,1,1,1,23,5,2,0,0,0,0,0,9,3,E01011257,7,1,1.0,0.0,1
2024131476781,2024,131476781,1,1,3,1,18,4,3,5,1,0,0,-1,0,6,E01010594,3,1,0.0,1.0,2
2024131469960,2024,131469960,2,2,2,1,13,3,3,0,0,1,0,0,9,7,E01011403,3,1,0.0,1.0,1
2024131420334,2024,131420334,2,1,1,2,49,8,3,0,0,0,0,0,9,1,E01011663,3,1,0.0,1.0,1
2024131420858,2024,131420858,2,1,1,1,21,5,3,0,0,0,0,0,9,1,E01010829,3,1,0.0,1.0,1
2024131461014,2024,131461014,1,1,1,2,36,7,3,0,0,0,0,0,9,1,E01011337,3,1,0.0,1.0,1
2024131410822,2024,131410822,1,4,1,1,31,6,3,0,0,0,0,0,19,3,E01011608,3,1,0.0,1.0,3
2024131506883,2024,131506883,1,2,1,2,31,6,3,0,0,0,0,0,9,4,E01011839,3,1,0.0,1.0,2
2024131404643,2024,131404643,2,1,2,2,22,5,3,0,0,2,0,0,9,3,E01011903,3,1,0.0,1.0,1
2024131431682,2024,131431682,1,2,1,1,36,7,3,0,0,0,0,0,9,6,E01011704,3,1,0.0,1.0,3
2024131463697,2024,131463697,2,3,2,1,43,7,2,0,0,0,0,0,19,1,E01010618,5,1,1.0,0.0,1
2024131403253,2024,131403253,1,2,1,1,21,5,3,0,0,0,0,0,9,2,E01010715,3,1,0.0,1.0,3
2024131501740,2024,131501740,1,1,1,1,28,6,2,0,0,0,0,0,3,2,E01011815,7,1,1.0,0.0,1
2024131519481,2024,131519481,1,1,3,2,39,7,3,6,8,0,0,-1,0,2,E01010752,3,1,0.0,1.0,1
2024131441207,2024,131441207,2,2,1,1,27,6,3,0,0,0,0,0,9,1,E01010701,3,1,0.0,1.0,1
2024131534946,2024,131534946,1,2,2,2,55,8,3,0,0,2,0,0,9,1,E01033697,3,1,0.0,1.0,1
2024131483852,2024,131483852,1,1,3,1,24,5,3,10,9,0,0,-1,0,1,E01010635,3,1,0.0,1.0,1
2024131497877,2024,131497877,1,1,1,2,88,11,2,0,0,0,0,0,9,8,E01011509,6,1,1.0,0.0,1
2024131426074,2024,131426074,1,1,3,2,31,6,2,8,7,0,0,-1,0,3,E01011064,7,1,1.0,0.0,1
2024131481570,2024,131481570,1,1,3,1,44,7,2,10,7,0,0,-1,0,-1,-1,7,1,1.0,0.0,-1
2024131515241,2024,131515241,2,1,1,1,32,6,3,0,0,0,0,0,1,1,E01011625,3,1,0.0,1.0,1
2024131424756,2024,131424756,1,2,2,1,23,5,3,0,0,1,0,0,9,5,E01010818,3,1,0.0,1.0,4
2024131525078,2024,131525078,1,1,1,1,75,10,3,0,0,0,0,0,9,2,E01010889,3,1,0.0,1.0,1
2024131431927,2024,131431927,1,1,3,2,26,6,3,5,3,0,0,-1,0,2,E01010940,3,1,0.0,1.0,1
2024131441227,2024,131441227,2,1,1,2,49,8,2,0,0,0,0,0,1,5,E01010788,7,1,1.0,0.0,1
2024131417439,2024,131417439,1,1,3,1,24,5,2,8,1,0,0,-1,0,1,E01033697,5,1,1.0,0.0,1
2024131440757,2024,131440757,1,1,1,1,18,4,3,0,0,0,0,0,3,1,E01010938,3,1,0.0,1.0,1
2024131400694,2024,131400694,1,1,3,2,16,4,3,5,1,0,0,-1,0,1,E01011283,3,1,0.0,1.0,2
2024131524381,2024,131524381,2,1,1,2,49,8,3,0,0,0,0,0,9,9,E01011528,3,1,0.0,1.0,2
2024131480263,2024,131480263,2,2,1,2,23,5,3,0,0,0,0,0,9,9,E01011385,3,1,0.0,1.0,2
2024131397373,2024,131397373,1,1,3,2,51,8,2,8,3,0,0,-1,0,3,E01010629,7,1,1.0,0.0,1
2024131497657,2024,131497657,2,2,1,1,23,5,3,0,0,0,0,0,9,6,E01011885,3,1,0.0,1.0,3
2024131480634,2024,131480634,4,1,1,1,36,7,3,0,0,0,0,0,9,3,E01010657,3,1,0.0,1.0,1
2024131448010,2024,131448010,2,1,1,1,6,2,3,0,0,0,0,0,1,1,E01010926,3,1,0.0,1.0,1
2024131502251,2024,131502251,2,1,2,2,4,1,3,0,0,2,0,0,9,6,E01013039,3,1,0.0,1.0,4
2024131511020,2024,131511020,1,1,3,1,72,10,3,5,3,0,0,-1,0,1,E01011255,3,1,0.0,1.0,1
2024131517099,2024,131517099,1,3,2,1,23,5,3,0,0,2,0,0,9,1,E01011036,3,1,0.0,1.0,3
2024131480611,2024,131480611,1,1,3,1,35,6,3,4,3,0,0,-1,0,2,E01011912,3,1,0.0,1.0,1
2024131502560,2024,131502560,2,1,1,1,29,6,3,0,0,0,0,0,3,2,E01010799,3,1,0.0,1.0,2
2024131457018,2024,131457018,2,2,2,2,8,2,3,0,0,2,0,0,9,3,E01010591,3,1,0.0,1.0,1
2024131431542,2024,131431542,1,2,2,2,9,2,2,0,0,2,0,0,9,1,E01011850,7,1,1.0,0.0,2
2024131415359,2024,131415359,2,1,2,1,57,9,2,0,0,1,0,0,9,7,E01029669,6,1,1.0,0.0,5
2024131418902,2024,131418902,1,1,3,1,27,6,2,8,3,0,0,-1,0,2,E01010630,7,1,1.0,0.0,1
2024131457352,2024,131457352,2,3,2,2,64,9,3,0,0,1,0,0,9,6,E01011308,3,1,0.0,1.0,2
2024131521775,2024,131521775,2,1,1,2,25,5,3,0,0,0,0,0,9,6,E01011127,3,1,0.0,1.0,1
2024131520865,2024,131520865,1,1,1,1,19,4,2,0,0,0,0,0,-1,2,E01011925,5,1,1.0,0.0,1
2024131499698,2024,131499698,1,1,1,1,34,6,3,0,0,0,0,0,9,6,E01014173,3,1,0.0,1.0,5
2024131521694,2024,131521694,1,1,1,2,25,5,3,0,0,0,0,0,9,2,E01010805,3,1,0.0,1.0,1
2024131479679,2024,131479679,1,1,1,2,39,7,3,0,0,0,0,0,9,9,E01032876,3,1,0.0,1.0,2
2024131420430,2024,131420430,2,1,2,1,4,1,3,0,0,1,0,0,9,2,E01010796,3,1,0.0,1.0,1
2024131478420,2024,131478420,2,1,1,2,27,6,3,0,0,0,0,0,9,9,E01027583,3,1,0.0,1.0,4
2024131428846,2024,131428846,2,1,1,1,60,9,2,0,0,0,0,0,9,1,E01011917,6,1,1.0,0.0,3
2024131516401,2024,131516401,1,1,1,2,55,8,2,0,0,0,0,0,9,3,E01011783,6,1,1.0,0.0,1
2024131497437,2024,131497437,1,1,1,1,18,4,3,0,0,0,0,0,19,8,E01011767,3,1,0.0,1.0,2
2024131399518,2024,131399518,2,2,1,2,27,6,2,0,0,0,0,0,9,3,E01010801,7,1,1.0,0.0,1
2024131511095,2024,131511095,1,1,1,1,27,6,3,0,0,0,0,0,9,8,E01032992,3,1,0.0,1.0,4
2024131393755,2024,131393755,2,1,1,1,52,8,3,0,0,0,0,0,9,1,E01010625,3,1,0.0,1.0,2
2024131534640,2024,131534640,1,1,2,2,25,5,3,0,0,1,0,0,9,3,E01010602,3,1,0.0,1.0,1
2024131417889,2024,131417889,1,2,1,2,32,6,3,0,0,0,0,0,9,1,E01011366,3,1,0.0,1.0,1
2024131449863,2024,131449863,2,1,2,2,14,3,2,0,0,2,0,0,9,2,E01006380,7,1,1.0,0.0,4
2024131396072,2024,131396072,1,1,3,1,91,11,3,5,3,0,0,-1,0,6,E01011408,3,1,0.0,1.0,1
2024131400420,2024,131400420,2,2,2,2,29,6,3,0,0,1,0,0,9,2,E01011028,3,1,0.0,1.0,1
2024131462026,2024,131462026,1,1,2,1,26,6,2,0,0,2,0,0,9,1,E01011294,7,1,1.0,0.0,2
2024131468889,2024,131468889,1,1,3,1,33,6,3,8,1,0,0,-1,0,1,E01011312,3,1,0.0,1.0,1
2024131475457,2024,131475457,2,1,1,2,55,8,3,0,0,0,0,0,9,6,E01010816,3,1,0.0,1.0,1
2024131458861,2024,131458861,1,1,1,1,39,7,3,0,0,0,0,0,9,8,E01011169,3,1,0.0,1.0,1
2024131513172,2024,131513172,2,1,1,1,26,6,3,0,0,0,0,0,5,8,-1,3,1,0.0,1.0,5
2024131451323,2024,131451323,2,2,2,1,9,2,3,0,0,2,0,0,9,4,E01010921,3,1,0.0,1.0,3
2024131531343,2024,131531343,2,1,1,1,50,8,3,0,0,0,0,0,3,1,E01011624,3,1,0.0,1.0,1
2024131431878,2024,131431878,2,1,1,1,74,10,3,0,0,0,0,0,1,5,E01010990,3,1,0.0,1.0,3
2024131486475,2024,131486475,2,1,1,1,63,9,3,0,0,0,0,0,9,4,E01011732,3,1,0.0,1.0,1
2024131476661,2024,131476661,1,1,3,1,12,3,2,5,3,0,0,-1,0,1,E01010680,7,1,1.0,0.0,1
2024131533129,2024,131533129,1,1,3,1,38,7,3,8,7,0,0,-1,0,6,E01010787,3,1,0.0,1.0,1
2024131431502,2024,131431502,2,2,1,2,40,7,3,0,0,0,0,0,9,1,E01011340,3,1,0.0,1.0,1
2024131470916,2024,131470916,2,2,1,1,62,9,2,0,0,0,0,0,1,3,E01011779,7,1,1.0,0.0,1
2024131489077,2024,131489077,2,1,1,1,38,7,3,0,0,0,0,0,1,7,E01011051,3,1,0.0,1.0,2
2024131509324,2024,131509324,1,1,1,1,31,6,3,0,0,0,0,0,19,2,E01011250,3,1,0.0,1.0,1
2024131467352,2024,131467352,2,1,1,1,33,6,2,0,0,0,0,0,1,1,E01011431,7,1,1.0,0.0,1
2024131519377,2024,131519377,1,1,1,2,28,6,3,0,0,0,0,0,9,2,E01011450,3,1,0.0,1.0,1
2024131450572,2024,131450572,1,1,3,1,93,11,2,8,3,0,0,-1,0,1,E01033693,7,1,1.0,0.0,1
2024131512985,2024,131512985,1,1,3,2,32,6,3,8,3,0,0,-1,0,8,E01011507,3,1,0.0,1.0,1
2024131486908,2024,131486908,2,1,1,1,33,6,3,0,0,0,0,0,1,10,E01013371,3,1,0.0,1.0,4
2024131414005,2024,131414005,4,3,2,1,13,3,3,0,0,2,0,0,9,1,E01011357,3,1,0.0,1.0,1
2024131534937,2024,131534937,2,1,1,1,29,6,2,0,0,0,0,0,9,1,E01011559,5,1,1.0,0.0,2
2024131454728,2024,131454728,1,1,3,1,43,7,3,8,9,0,0,-1,0,2,E01032608,3,1,0.0,1.0,1
2024131478874,2024,131478874,1,1,1,1,20,4,2,0,0,0,0,0,23,1,E01011429,7,1,1.0,0.0,1
2024131441289,2024,131441289,2,1,1,1,19,4,3,0,0,0,0,0,23,3,E01010984,3,1,0.0,1.0,1
2024131500348,2024,131500348,2,1,1,1,25,5,3,0,0,0,0,0,1,5,E01035046,3,1,0.0,1.0,1
2024131461580,2024,131461580,1,1,3,1,52,8,2,8,7,0,0,-1,0,1,E01010843,7,1,1.0,0.0,1
2024131464341,2024,131464341,2,1,1,2,52,8,3,0,0,0,0,0,9,9,E01011713,3,1,0.0,1.0,1
2024131417916,2024,131417916,2,1,1,1,52,8,2,0,0,0,0,0,1,3,E01011469,7,1,1.0,0.0,1
2024131443252,2024,131443252,1,1,1,1,40,7,3,0,0,0,0,0,1,1,E01011492,3,1,0.0,1.0,1
2024131400420,2024,131400420,1,1,2,1,31,6,2,0,0,1,0,0,9,4,E01011031,7,1,1.0,0.0,1
2024131480141,2024,131480141,2,1,1,1,53,8,3,0,0,0,0,0,9,3,E01010600,3,1,0.0,1.0,1
2024131475226,2024,131475226,1,1,1,2,48,8,3,0,0,0,0,0,9,1,E01011663,3,1,0.0,1.0,1
2024131451359,2024,131451359,1,3,2,1,17,4,2,0,0,0,0,0,4,2,E01011552,5,1,1.0,0.0,1
2024131512020,2024,131512020,2,1,1,2,36,7,3,0,0,0,0,0,9,1,E01011917,3,1,0.0,1.0,1
2024131401018,2024,131401018,1,1,1,1,25,5,2,0,0,0,0,0,9,4,E01010795,7,1,1.0,0.0,1
2024131393903,2024,131393903,1,1,2,2,24,5,3,0,0,2,0,0,8,6,E01011441,3,1,0.0,1.0,1
2024131459075,2024,131459075,1,1,1,1,21,5,3,0,0,0,0,0,9,1,E01010802,3,1,0.0,1.0,3
2024131456505,2024,131456505,2,2,2,2,53,8,2,0,0,0,0,0,5,9,E01010576,7,1,1.0,0.0,2
2024131482673,2024,131482673,1,1,1,1,8,2,3,0,0,0,0,0,1,2,E01011253,3,1,0.0,1.0,1
2024131499128,2024,131499128,2,1,1,2,60,9,3,0,0,0,0,0,1,9,E01011513,3,1,0.0,1.0,1
2024131461029,2024,131461029,2,1,1,1,43,7,3,0,0,0,0,0,1,9,E01011381,3,1,0.0,1.0,1
2024131472516,2024,131472516,1,1,3,1,24,5,3,5,3,0,0,-1,0,5,E01011697,3,1,0.0,1.0,1
2024131524496,2024,131524496,1,1,3,2,44,7,3,5,1,0,0,-1,0,8,E01011210,3,1,0.0,1.0,1
2024131408081,2024,131408081,2,1,1,1,62,9,3,0,0,0,0,0,9,7,E01034267,3,1,0.0,1.0,4
2024131468015,2024,131468015,1,1,1,1,49,8,3,0,0,0,0,0,1,1,E01011371,3,1,0.0,1.0,1
2024131493932,2024,131493932,2,1,1,2,11,3,3,0,0,0,0,0,1,3,E01010825,3,1,0.0,1.0,1
2024131458588,2024,131458588,2,1,1,2,35,6,3,0,0,0,0,0,9,9,E01011011,3,1,0.0,1.0,4
2024131463690,2024,131463690,2,1,1,1,57,9,3,0,0,0,0,0,9,1,E01025110,3,1,0.0,1.0,4
2024131487381,2024,131487381,2,2,2,2,48,8,3,0,0,1,0,0,9,3,E01011087,3,1,0.0,1.0,3
2024131514592,2024,131514592,2,1,1,1,32,6,3,0,0,0,0,0,9,8,E01027568,3,1,0.0,1.0,4
2024131470318,2024,131470318,1,1,1,1,22,5,2,0,0,0,0,0,9,10,E01011549,7,1,1.0,0.0,4
2024131477821,2024,131477821,2,1,1,1,44,7,3,0,0,0,0,0,9,1,E01006461,3,1,0.0,1.0,4
2024131459198,2024,131459198,1,2,2,1,34,6,2,0,0,0,0,0,23,1,E01010632,7,1,1.0,0.0,3
2024131411126,2024,131411126,3,2,2,1,15,3,3,0,0,1,0,0,9,3,E01011478,3,1,0.0,1.0,1
2024131442390,2024,131442390,1,1,1,2,37,7,3,0,0,0,0,0,9,8,E01011200,3,1,0.0,1.0,1
2024131428386,2024,131428386,2,1,1,1,46,8,3,0,0,0,0,0,1,5,E01011733,3,1,0.0,1.0,1
2024131431296,2024,131431296,1,1,3,1,15,3,2,4,3,0,0,-1,0,-1,-1,7,1,1.0,0.0,-1
2024131485196,2024,131485196,2,1,1,1,65,9,2,0,0,0,0,0,5,1,E01010872,6,1,1.0,0.0,2
2024131518799,2024,131518799,1,1,3,1,26,6,3,5,3,0,0,-1,0,10,E01011266,3,1,0.0,1.0,1
2024131428463,2024,131428463,1,2,2,1,5,1,2,0,0,2,0,0,9,1,E01011312,7,1,1.0,0.0,1
2024131507792,2024,131507792,1,1,1,2,23,5,2,0,0,0,0,0,9,8,E01011589,6,1,1.0,0.0,4
2024131474432,2024,131474432,2,1,1,1,20,4,2,0,0,0,0,0,19,3,E01005358,6,1,1.0,0.0,4
2024131418597,2024,131418597,2,1,2,2,34,6,3,0,0,2,0,0,9,3,E01010601,3,1,0.0,1.0,1
2024131530194,2024,131530194,1,5,2,2,6,2,3,0,0,2,0,0,9,8,E01011297,3,1,0.0,1.0,1
2024131476098,2024,131476098,2,1,1,1,56,9,3,0,0,0,0,0,9,2,E01011868,3,1,0.0,1.0,3
2024131402146,2024,131402146,1,1,3,2,37,7,3,5,1,0,0,-1,0,2,E01011274,3,1,0.0,1.0,3
2024131444467,2024,131444467,1,1,3,1,68,10,3,10,1,0,0,-1,0,9,E01011880,3,1,0.0,1.0,1
2024131522204,2024,131522204,2,1,2,1,37,7,3,0,0,0,0,0,9,2,E01011485,3,1,0.0,1.0,1
2024131491113,2024,131491113,2,2,2,1,6,2,3,0,0,1,0,0,9,3,E01011897,3,1,0.0,1.0,1
2024131517194,2024,131517194,1,4,1,1,47,8,3,0,0,0,0,0,9,10,E01010768,3,1,0.0,1.0,1
2024131510210,2024,131510210,1,1,1,1,45,7,3,0,0,0,0,0,9,8,E01032503,3,1,0.0,1.0,3
2024131523700,2024,131523700,2,1,2,2,46,8,3,0,0,1,0,0,9,2,E01011027,3,1,0.0,1.0,1
2024131504037,2024,131504037,1,1,1,1,36,7,3,0,0,0,0,0,9,1,E01011842,3,1,0.0,1.0,1
2024131515756,2024,131515756,1,1,3,2,53,8,2,8,1,0,0,-1,0,1,E01010679,7,1,1.0,0.0,1
2024131488477,2024,131488477,2,1,1,1,25,5,3,0,0,0,0,0,1,2,E01011872,3,1,0.0,1.0,1
2024131435764,2024,131435764,1,1,1,1,50,8,3,0,0,0,0,0,5,1,E01011282,3,1,0.0,1.0,1
2024131486770,2024,131486770,1,1,1,1,15,3,2,0,0,0,0,0,1,1,E01011364,7,1,1.0,0.0,1
2024131467309,2024,131467309,2,1,1,2,19,4,3,0,0,0,0,0,9,6,E01010957,3,1,0.0,1.0,2
2024131499181,2024,131499181,2,1,1,1,16,4,3,0,0,0,0,0,2,5,E01011818,3,1,0.0,1.0,1
2024131456998,2024,131456998,2,1,1,1,30,6,2,0,0,0,0,0,3,7,E01011768,6,1,1.0,0.0,1
2024131430485,2024,131430485,1,1,2,2,15,3,3,0,0,1,0,0,9,3,E01011717,3,1,0.0,1.0,2
2024131470417,2024,131470417,1,1,3,2,14,3,3,8,1,0,0,-1,0,1,E01011626,3,1,0.0,1.0,1
2024131493147,2024,131493147,1,1,1,1,33,6,3,0,0,0,0,0,9,1,E01011695,3,1,0.0,1.0,2
2024131433584,2024,131433584,2,1,1,2,39,7,3,0,0,0,0,0,9,2,E01010628,3,1,0.0,1.0,1
2024131507661,2024,131507661,1,1,3,2,3,1,3,6,9,0,0,-1,0,1,E01011625,3,1,0.0,1.0,1
2024131524098,2024,131524098,3,2,2,2,40,7,3,0,0,2,0,0,9,1,E01006880,3,1,0.0,1.0,4
2024131490991,2024,131490991,2,1,1,2,48,8,3,0,0,0,0,0,9,5,E01011537,3,1,0.0,1.0,1
2024131454537,2024,131454537,1,1,1,1,20,4,3,0,0,0,0,0,90,1,E01011429,3,1,0.0,1.0,1
2024131423023,2024,131423023,2,1,1,2,64,9,2,0,0,0,0,0,9,5,E01011065,7,1,1.0,0.0,1
2024131424312,2024,131424312,2,1,2,2,30,6,3,0,0,1,0,0,9,9,E01011937,3,1,0.0,1.0,1
2024131452222,2024,131452222,2,1,1,1,54,8,3,0,0,0,0,0,9,4,E01010898,3,1,0.0,1.0,3
2024131444181,2024,131444181,2,1,2,2,26,6,3,0,0,1,0,0,9,6,E01027720,3,1,0.0,1.0,4
2024131407892,2024,131407892,1,1,1,2,36,7,3,0,0,0,0,0,9,8,E01010709,3,1,0.0,1.0,2
2024131407034,2024,131407034,2,1,1,1,52,8,3,0,0,0,0,0,3,3,E01011779,3,1,0.0,1.0,1
2024131456517,2024,131456517,1,1,1,1,40,7,2,0,0,0,0,0,9,1,E01010817,7,1,1.0,0.0,4
2024131421287,2024,131421287,1,1,3,1,34,6,3,10,3,0,0,-1,0,1,E01011434,3,1,0.0,1.0,1
2024131500745,2024,131500745,1,1,3,1,56,9,3,8,1,0,0,-1,0,1,E01010663,3,1,0.0,1.0,1
